#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4095	4017	98.09	4	0.10	0	0.00	6	0.15	68	1.66
Ecoli	4095	4095	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	4095	4095	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4095	4095	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	4095	4088	99.83	0	0.00	0	0.00	0	0.00	7	0.17
Bacteria_24k	4095	4046	98.81	0	0.00	1	0.02	2	0.05	46	1.12
Protists_1k	4095	3978	97.14	16	0.39	18	0.44	0	0.00	83	2.03
Viruses	4095	4047	98.83	0	0.00	0	0.00	1	0.02	47	1.15
Fungi_RefSeq_release	4095	4015	98.05	5	0.12	2	0.05	5	0.12	68	1.66
Coral	4095	4045	98.79	0	0.00	1	0.02	5	0.12	44	1.07
Bird	4095	4034	98.51	4	0.10	0	0.00	5	0.12	52	1.27
Plant	4095	4046	98.80	0	0.00	0	0.00	2	0.05	47	1.15

%Hit_no_genomes: 96.68
