#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	835446	816402	97.71	558	0.07	138	0.02	1489	0.18	16859	2.02
Ecoli	835446	835446	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	835446	835446	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	835446	835442	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	835446	832785	99.68	0	0.00	0	0.00	67	0.01	2594	0.31
Bacteria_24k	835446	823204	98.54	81	0.01	93	0.01	870	0.10	11198	1.34
Protists_1k	835446	808897	96.82	1922	0.23	3750	0.45	630	0.08	20247	2.42
Viruses	835446	823664	98.60	30	0.00	4	0.00	1032	0.12	10716	1.28
Fungi_RefSeq_release	835446	816574	97.75	367	0.04	103	0.01	1683	0.20	16719	2.00
Coral	835446	822449	98.44	66	0.01	22	0.00	1162	0.14	11747	1.41
Bird	835446	820176	98.16	314	0.04	46	0.01	2085	0.25	12825	1.54
Plant	835446	823721	98.60	55	0.01	12	0.00	1108	0.13	10550	1.26

%Hit_no_genomes: 96.52
