#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3331341	3272522	98.24	2029	0.06	492	0.01	5780	0.17	50518	1.52
Ecoli	3331341	3331335	100.00	0	0.00	0	0.00	2	0.00	4	0.00
PhiX	3331341	3331341	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3331341	3331323	100.00	0	0.00	0	0.00	0	0.00	18	0.00
Vectors	3331341	3325120	99.81	1	0.00	1	0.00	176	0.01	6043	0.18
Bacteria_24k	3331341	3294415	98.88	1243	0.04	1570	0.05	2912	0.09	31201	0.94
Protists_1k	3331341	3244393	97.38	7607	0.23	13616	0.41	2912	0.09	62813	1.89
Viruses	3331341	3299656	99.05	79	0.00	22	0.00	3035	0.09	28549	0.86
Fungi_RefSeq_release	3331341	3273403	98.26	1483	0.04	333	0.01	6184	0.19	49938	1.50
Coral	3331341	3294568	98.89	235	0.01	59	0.00	4247	0.13	32232	0.97
Bird	3331341	3286004	98.64	1147	0.03	168	0.01	6961	0.21	37061	1.11
Plant	3331341	3298704	99.02	296	0.01	40	0.00	3758	0.11	28543	0.86

%Hit_no_genomes: 97.05
