#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1000999	978201	97.73	648	0.06	187	0.02	1749	0.17	20214	2.02
Ecoli	1000999	1000997	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	1000999	1000999	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1000999	1000995	100.00	0	0.00	0	0.00	2	0.00	2	0.00
Vectors	1000999	997623	99.66	1	0.00	0	0.00	85	0.01	3290	0.33
Bacteria_24k	1000999	985202	98.42	122	0.01	297	0.03	989	0.10	14389	1.44
Protists_1k	1000999	969136	96.82	2146	0.21	4601	0.46	719	0.07	24397	2.44
Viruses	1000999	986466	98.55	15	0.00	10	0.00	1069	0.11	13439	1.34
Fungi_RefSeq_release	1000999	977747	97.68	421	0.04	124	0.01	1866	0.19	20841	2.08
Coral	1000999	984369	98.34	85	0.01	17	0.00	1391	0.14	15137	1.51
Bird	1000999	981989	98.10	366	0.04	65	0.01	1945	0.19	16634	1.66
Plant	1000999	986336	98.53	66	0.01	14	0.00	1258	0.13	13325	1.33

%Hit_no_genomes: 96.49
