#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	154709	151029	97.62	108	0.07	20	0.01	259	0.17	3293	2.13
Ecoli	154709	154709	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	154709	154709	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	154709	154709	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	154709	154203	99.67	0	0.00	0	0.00	12	0.01	494	0.32
Bacteria_24k	154709	152251	98.42	23	0.01	46	0.03	169	0.11	2220	1.43
Protists_1k	154709	149480	96.63	329	0.21	795	0.51	113	0.07	3992	2.58
Viruses	154709	152453	98.54	3	0.00	1	0.00	180	0.12	2072	1.34
Fungi_RefSeq_release	154709	150957	97.57	70	0.05	26	0.02	310	0.20	3346	2.16
Coral	154709	152169	98.36	15	0.01	2	0.00	232	0.15	2291	1.48
Bird	154709	151749	98.08	49	0.03	11	0.01	338	0.22	2562	1.66
Plant	154709	152384	98.49	9	0.01	2	0.00	228	0.15	2086	1.35

%Hit_no_genomes: 96.30
