#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	190904	185969	97.42	124	0.06	31	0.02	382	0.20	4398	2.30
Ecoli	190904	190903	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	190904	190904	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	190904	190899	100.00	0	0.00	0	0.00	0	0.00	5	0.00
Vectors	190904	190389	99.73	0	0.00	0	0.00	14	0.01	501	0.26
Bacteria_24k	190904	187856	98.41	27	0.01	42	0.02	222	0.12	2757	1.44
Protists_1k	190904	183928	96.34	456	0.24	1014	0.53	128	0.07	5378	2.82
Viruses	190904	187991	98.48	3	0.00	2	0.00	293	0.15	2615	1.37
Fungi_RefSeq_release	190904	186009	97.44	84	0.04	22	0.01	426	0.22	4363	2.29
Coral	190904	187678	98.31	14	0.01	4	0.00	307	0.16	2901	1.52
Bird	190904	187011	97.96	63	0.03	13	0.01	520	0.27	3297	1.73
Plant	190904	187877	98.42	19	0.01	5	0.00	269	0.14	2734	1.43

%Hit_no_genomes: 96.03
