#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	224250	217959	97.20	146	0.07	27	0.01	458	0.20	5660	2.52
Ecoli	224250	224250	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	224250	224250	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	224250	224243	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	224250	223420	99.63	0	0.00	0	0.00	20	0.01	810	0.36
Bacteria_24k	224250	220119	98.15	59	0.03	95	0.04	260	0.12	3717	1.66
Protists_1k	224250	215491	96.10	545	0.24	1244	0.55	207	0.09	6763	3.02
Viruses	224250	220438	98.31	4	0.00	1	0.00	277	0.12	3530	1.57
Fungi_RefSeq_release	224250	217935	97.18	92	0.04	37	0.02	500	0.22	5686	2.54
Coral	224250	219995	98.10	13	0.01	9	0.00	374	0.17	3859	1.72
Bird	224250	219190	97.74	81	0.04	9	0.00	618	0.28	4352	1.94
Plant	224250	220214	98.20	16	0.01	4	0.00	368	0.16	3648	1.63

%Hit_no_genomes: 95.74
