#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6066789	5955777	98.16	3948	0.07	944	0.02	9931	0.16	96189	1.59
Ecoli	6066789	6066787	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	6066789	6066789	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6066789	6066703	100.00	0	0.00	0	0.00	4	0.00	82	0.00
Vectors	6066789	6055174	99.80	5	0.00	1	0.00	316	0.01	11293	0.19
Bacteria_24k	6066789	5997547	98.86	1769	0.03	2518	0.04	5424	0.09	59531	0.98
Protists_1k	6066789	5907746	97.38	12300	0.20	24083	0.40	4720	0.08	117940	1.94
Viruses	6066789	6005809	99.00	112	0.00	39	0.00	6112	0.10	54717	0.90
Fungi_RefSeq_release	6066789	5957412	98.20	2468	0.04	645	0.01	10510	0.17	95754	1.58
Coral	6066789	5997386	98.85	425	0.01	85	0.00	7817	0.13	61076	1.01
Bird	6066789	5981071	98.59	1994	0.03	294	0.00	12675	0.21	70755	1.17
Plant	6066789	6004228	98.97	403	0.01	77	0.00	6961	0.11	55120	0.91

%Hit_no_genomes: 97.05
