#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	897881	878840	97.87	529	0.06	145	0.02	1605	0.18	16762	1.87
Ecoli	897881	897880	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	897881	897881	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	897881	897876	100.00	0	0.00	0	0.00	0	0.00	5	0.00
Vectors	897881	895264	99.71	0	0.00	0	0.00	59	0.01	2558	0.28
Bacteria_24k	897881	885424	98.61	139	0.02	266	0.03	800	0.09	11252	1.25
Protists_1k	897881	870793	96.98	1952	0.22	4065	0.45	612	0.07	20459	2.28
Viruses	897881	886266	98.71	16	0.00	11	0.00	972	0.11	10616	1.18
Fungi_RefSeq_release	897881	878654	97.86	383	0.04	118	0.01	1665	0.19	17061	1.90
Coral	897881	884603	98.52	57	0.01	21	0.00	1144	0.13	12056	1.34
Bird	897881	882377	98.26	339	0.04	58	0.01	1842	0.21	13265	1.48
Plant	897881	885970	98.67	55	0.01	13	0.00	1170	0.13	10673	1.19

%Hit_no_genomes: 96.66
