#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	457666	446102	97.47	298	0.07	79	0.02	869	0.19	10318	2.25
Ecoli	457666	457666	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	457666	457666	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	457666	457665	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	457666	456455	99.73	0	0.00	0	0.00	40	0.01	1171	0.26
Bacteria_24k	457666	450558	98.45	86	0.02	97	0.02	564	0.12	6361	1.39
Protists_1k	457666	441146	96.39	1105	0.24	2456	0.54	377	0.08	12582	2.75
Viruses	457666	450900	98.53	13	0.00	5	0.00	689	0.15	6059	1.32
Fungi_RefSeq_release	457666	446134	97.48	206	0.05	66	0.01	1129	0.25	10131	2.21
Coral	457666	450315	98.40	40	0.01	14	0.00	749	0.16	6548	1.43
Bird	457666	448763	98.05	165	0.04	31	0.01	1332	0.29	7375	1.61
Plant	457666	450786	98.50	39	0.01	4	0.00	709	0.15	6128	1.34

%Hit_no_genomes: 96.06
