#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	946240	927426	98.01	683	0.07	169	0.02	1947	0.21	16015	1.69
Ecoli	946240	946239	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	946240	946240	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	946240	946239	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	946240	944814	99.85	2	0.00	0	0.00	62	0.01	1362	0.14
Bacteria_24k	946240	934251	98.73	562	0.06	736	0.08	1053	0.11	9638	1.02
Protists_1k	946240	918019	97.02	2715	0.29	4210	0.44	1023	0.11	20273	2.14
Viruses	946240	936685	98.99	27	0.00	6	0.00	1040	0.11	8482	0.90
Fungi_RefSeq_release	946240	927623	98.04	554	0.06	118	0.01	2115	0.22	15830	1.67
Coral	946240	934852	98.80	85	0.01	13	0.00	1519	0.16	9771	1.03
Bird	946240	931857	98.47	338	0.04	51	0.01	2394	0.25	11600	1.23
Plant	946240	936109	98.94	97	0.01	14	0.00	1272	0.13	8748	0.92

%Hit_no_genomes: 96.59
