#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	261213	255277	97.72	346	0.13	97	0.04	484	0.19	5009	1.92
Ecoli	261213	261212	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	261213	261213	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	261213	261213	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	261213	260688	99.79	0	0.00	0	0.00	14	0.01	511	0.20
Bacteria_24k	261213	257238	98.47	148	0.06	333	0.13	303	0.12	3191	1.22
Protists_1k	261213	252762	96.76	760	0.29	1215	0.47	251	0.10	6225	2.38
Viruses	261213	258002	98.77	5	0.00	5	0.00	286	0.11	2915	1.12
Fungi_RefSeq_release	261213	255433	97.79	173	0.07	29	0.01	581	0.22	4997	1.91
Coral	261213	257577	98.61	24	0.01	6	0.00	390	0.15	3216	1.23
Bird	261213	256763	98.30	91	0.03	14	0.01	607	0.23	3738	1.43
Plant	261213	257870	98.72	24	0.01	5	0.00	368	0.14	2946	1.13

%Hit_no_genomes: 96.22
