#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	6076163	5953252	97.98	4331	0.07	1068	0.02	10412	0.17	107100	1.76
Ecoli	6076163	6076153	100.00	0	0.00	0	0.00	1	0.00	9	0.00
PhiX	6076163	6076163	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	6076163	6076162	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	6076163	6059716	99.73	5	0.00	1	0.00	380	0.01	16061	0.26
Bacteria_24k	6076163	5987146	98.54	2662	0.04	4866	0.08	5292	0.09	76197	1.25
Protists_1k	6076163	5897194	97.06	14472	0.24	26410	0.43	5952	0.10	132135	2.17
Viruses	6076163	6001069	98.77	107	0.00	44	0.00	5485	0.09	69458	1.14
Fungi_RefSeq_release	6076163	5951305	97.94	2806	0.05	752	0.01	11488	0.19	109812	1.81
Coral	6076163	5989357	98.57	487	0.01	106	0.00	7694	0.13	78519	1.29
Bird	6076163	5975856	98.35	2275	0.04	399	0.01	11780	0.19	85853	1.41
Plant	6076163	6000137	98.75	544	0.01	90	0.00	7314	0.12	68078	1.12

%Hit_no_genomes: 96.64
