#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1067257	1045481	97.96	1390	0.13	354	0.03	1833	0.17	18199	1.71
Ecoli	1067257	1067257	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	1067257	1067257	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1067257	1067257	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	1067257	1064101	99.70	1	0.00	0	0.00	87	0.01	3068	0.29
Bacteria_24k	1067257	1054089	98.77	119	0.01	115	0.01	952	0.09	11982	1.12
Protists_1k	1067257	1037525	97.22	2575	0.24	4405	0.41	822	0.08	21930	2.05
Viruses	1067257	1054655	98.82	23	0.00	4	0.00	941	0.09	11634	1.09
Fungi_RefSeq_release	1067257	1046499	98.05	531	0.05	125	0.01	2007	0.19	18095	1.70
Coral	1067257	1053009	98.66	89	0.01	24	0.00	1241	0.12	12894	1.21
Bird	1067257	1050555	98.43	392	0.04	47	0.00	2201	0.21	14062	1.32
Plant	1067257	1054343	98.79	116	0.01	17	0.00	1344	0.13	11437	1.07

%Hit_no_genomes: 96.82
