#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2278890	1910893	83.85	208982	9.17	51999	2.28	6392	0.28	100624	4.42
Ecoli	2278890	2278887	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	2278890	2278890	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2278890	2278885	100.00	0	0.00	0	0.00	0	0.00	5	0.00
Vectors	2278890	2274356	99.80	0	0.00	0	0.00	209	0.01	4325	0.19
Bacteria_24k	2278890	2242655	98.42	708	0.03	1235	0.05	7332	0.32	26960	1.18
Protists_1k	2278890	2148873	94.29	6319	0.28	10310	0.45	10697	0.47	102691	4.51
Viruses	2278890	2250170	98.74	58	0.00	17	0.00	5221	0.23	23424	1.03
Fungi_RefSeq_release	2278890	2216370	97.26	1367	0.06	230	0.01	15325	0.67	45598	2.00
Coral	2278890	2247056	98.60	147	0.01	37	0.00	3887	0.17	27763	1.22
Bird	2278890	2238725	98.24	715	0.03	84	0.00	5662	0.25	33704	1.48
Plant	2278890	2252314	98.83	199	0.01	31	0.00	3319	0.15	23027	1.01

%Hit_no_genomes: 82.54
