#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1610959	1578526	97.98	1122	0.07	257	0.02	2821	0.18	28233	1.75
Ecoli	1610959	1610958	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	1610959	1610959	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1610959	1610958	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	1610959	1605765	99.68	2	0.00	0	0.00	147	0.01	5045	0.31
Bacteria_24k	1610959	1589651	98.68	188	0.01	235	0.01	1387	0.09	19498	1.21
Protists_1k	1610959	1565259	97.17	3902	0.24	6506	0.40	1329	0.08	33963	2.11
Viruses	1610959	1590534	98.73	35	0.00	22	0.00	1580	0.10	18788	1.17
Fungi_RefSeq_release	1610959	1578485	97.99	765	0.05	183	0.01	2980	0.18	28546	1.77
Coral	1610959	1587906	98.57	131	0.01	23	0.00	1993	0.12	20906	1.30
Bird	1610959	1584254	98.34	610	0.04	102	0.01	3221	0.20	22772	1.41
Plant	1610959	1590420	98.73	162	0.01	34	0.00	1983	0.12	18360	1.14

%Hit_no_genomes: 96.84
