#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	16575425	16196435	97.71	10718	0.06	2606	0.02	31085	0.19	334581	2.02
Ecoli	16575425	16575351	100.00	0	0.00	0	0.00	10	0.00	64	0.00
PhiX	16575425	16575425	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	16575425	16575424	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	16575425	16537780	99.77	13	0.00	0	0.00	997	0.01	36635	0.22
Bacteria_24k	16575425	16336119	98.56	4125	0.02	6003	0.04	17391	0.10	211787	1.28
Protists_1k	16575425	16029717	96.71	40305	0.24	82232	0.50	12175	0.07	410996	2.48
Viruses	16575425	16356334	98.69	375	0.00	146	0.00	18865	0.11	199705	1.20
Fungi_RefSeq_release	16575425	16193695	97.70	7591	0.05	2393	0.01	34473	0.21	337273	2.03
Coral	16575425	16329035	98.51	1098	0.01	339	0.00	23232	0.14	221721	1.34
Bird	16575425	16279678	98.21	6034	0.04	1014	0.01	40135	0.24	248564	1.50
Plant	16575425	16347495	98.63	1307	0.01	252	0.00	22189	0.13	204182	1.23

%Hit_no_genomes: 96.38
