#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2321376	2266535	97.63	1636	0.07	383	0.02	4800	0.21	48022	2.07
Ecoli	2321376	2321373	100.00	0	0.00	0	0.00	0	0.00	3	0.00
PhiX	2321376	2321376	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2321376	2321374	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	2321376	2315154	99.73	2	0.00	0	0.00	192	0.01	6028	0.26
Bacteria_24k	2321376	2285805	98.48	568	0.02	792	0.03	2391	0.10	31820	1.37
Protists_1k	2321376	2240934	96.52	6407	0.28	12430	0.54	2029	0.09	59576	2.57
Viruses	2321376	2289214	98.62	41	0.00	28	0.00	2598	0.11	29495	1.27
Fungi_RefSeq_release	2321376	2265334	97.59	1175	0.05	330	0.01	5261	0.23	49276	2.12
Coral	2321376	2283669	98.37	176	0.01	37	0.00	3647	0.16	33847	1.46
Bird	2321376	2277257	98.09	831	0.04	145	0.01	5326	0.23	37817	1.63
Plant	2321376	2287511	98.55	221	0.01	36	0.00	3355	0.14	30253	1.30

%Hit_no_genomes: 96.18
