#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	724687	704105	97.16	493	0.07	106	0.01	1506	0.21	18477	2.55
Ecoli	724687	724686	100.00	0	0.00	0	0.00	1	0.00	0	0.00
PhiX	724687	724687	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	724687	724685	100.00	0	0.00	0	0.00	0	0.00	2	0.00
Vectors	724687	721920	99.62	0	0.00	0	0.00	60	0.01	2707	0.37
Bacteria_24k	724687	710848	98.09	231	0.03	289	0.04	923	0.13	12396	1.71
Protists_1k	724687	695643	95.99	2024	0.28	4032	0.56	567	0.08	22421	3.09
Viruses	724687	712052	98.26	19	0.00	8	0.00	908	0.13	11700	1.61
Fungi_RefSeq_release	724687	703612	97.09	368	0.05	118	0.02	1683	0.23	18906	2.61
Coral	724687	710325	98.02	44	0.01	15	0.00	1184	0.16	13119	1.81
Bird	724687	707957	97.69	234	0.03	40	0.01	1836	0.25	14620	2.02
Plant	724687	711588	98.19	54	0.01	11	0.00	1092	0.15	11942	1.65

%Hit_no_genomes: 95.65
