#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	726097	709722	97.74	559	0.08	132	0.02	1346	0.19	14338	1.97
Ecoli	726097	726095	100.00	0	0.00	0	0.00	2	0.00	0	0.00
PhiX	726097	726097	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	726097	726097	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Vectors	726097	723606	99.65	1	0.00	0	0.00	57	0.01	2433	0.34
Bacteria_24k	726097	715105	98.49	83	0.01	100	0.01	638	0.09	10171	1.40
Protists_1k	726097	703394	96.87	1720	0.24	3188	0.44	606	0.08	17189	2.37
Viruses	726097	715580	98.56	16	0.00	8	0.00	669	0.09	9824	1.35
Fungi_RefSeq_release	726097	709646	97.74	323	0.04	76	0.01	1461	0.20	14591	2.01
Coral	726097	714145	98.36	75	0.01	9	0.00	941	0.13	10927	1.50
Bird	726097	712594	98.14	275	0.04	38	0.01	1464	0.20	11726	1.61
Plant	726097	715462	98.54	70	0.01	10	0.00	957	0.13	9598	1.32

%Hit_no_genomes: 96.54
